,files
391,"['researcher', 'time', 'equivalent', 'inhabitant', 'facilitate', 'sustainable', 'resilient', 'infrastructure', 'development', 'developing', 'country', 'enhanced', 'financial', 'technological', 'technical', 'support', 'african', 'country', 'developed', 'country', 'landlocked', 'developing', 'country', 'island', 'developing', 'state', 'official', 'international', 'support', 'official', 'development', 'assistance', 'plus', 'official', 'flow', 'infrastructure', 'support', 'domestic', 'technology', 'development', 'research', 'innovation', 'developing', 'country', 'including', 'ensuring', 'conducive', 'policy', 'environment', 'inter', 'alia', 'industrial', 'diversification', 'value', 'addition', 'commodity', 'proportion', 'tech', 'industry', 'value', 'added', 'value', 'added', 'significantly', 'increase', 'access', 'information', 'communication', 'technology', 'strive', 'provide', 'universal', 'affordable', 'access', 'internet', 'developed', 'country', 'proportion', 'population', 'covered', 'mobile', 'network', 'technology', 'build', 'resilient', 'infrastructure', 'promote', 'inclusive', 'sustainable', 'foster', 'innovation', 'resilient_infrastructure', 'developing_country', 'african_country', 'developed_country', 'landlocked_developing', 'country_island', 'developing_state', 'official_development', 'official_flow', 'developing_country', 'value_added', 'value_added', 'access_information', 'communication_technology', 'developed_country', 'resilient_infrastructure', 'inclusive_sustainable']"
392,"['developed', 'country', 'manufacturing', 'value', 'added', 'figure', 'europe', 'north', 'america', 'amounted', 'compared', 'developed', 'country', 'manufacturing', 'product', 'contributes', 'percent', 'manufacturing', 'output', 'industrialized', 'economy', 'barely', 'percent', 'developed', 'country', 'mobile', 'cellular', 'signal', 'coverage', 'improved', 'great', 'deal', 'previously', 'unconnected', 'area', 'globe', 'percent', 'live', 'covered', 'area', 'planet', 'wide', 'percent', 'population', 'covered', 'functioning', 'resilient', 'infrastructure', 'foundation', 'successful', 'community', 'meet', 'future', 'challenge', 'industry', 'infrastructure', 'upgraded', 'need', 'promote', 'innovative', 'sustainable', 'technology', 'ensure', 'equal', 'universal', 'access', 'information', 'financial', 'market', 'developed_country', 'manufacturing_value', 'developed_country', 'developed_country', 'mobile_cellular', 'resilient_infrastructure', 'ensure_equal', 'universal_access']"
393,"['goal', 'encompasses', 'important', 'aspect', 'sustainable', 'development', 'infrastructure', 'innovation', 'infrastructure', 'provides', 'basic', 'physical', 'structure', 'essential', 'operation', 'society', 'enterprise', 'drive', 'economic', 'growth', 'creates', 'opportunity', 'reduces', 'income', 'poverty', 'innovation', 'advance', 'technological', 'capability', 'industrial', 'sector', 'prompt', 'development', 'skill', 'important', 'component', 'physical', 'infrastructure', 'shipping', 'travel', 'passenger', 'originated', 'developing', 'region', 'originated', 'developed', 'region', 'developed', 'country', 'landlocked', 'developing', 'country', 'island', 'developing', 'state', 'passenger', 'volume', 'extremely', 'making', 'respectively', 'global', 'sustainable_development', 'economic_growth', 'developing_region', 'developed_region', 'developed_country', 'landlocked_developing', 'country_island', 'developing_state']"
394,"['global', 'respectively', 'manufacturing', 'foundation', 'economic', 'development', 'employment', 'social', 'stability', 'manufacturing', 'value', 'added', 'term', 'developed', 'region', 'estimated', 'decrease', 'past', 'decade', 'owing', 'largely', 'increasing', 'role', 'service', 'developed', 'region', 'contrast', 'manufacturing', 'value', 'added', 'remained', 'relatively', 'stagnant', 'developing', 'region', 'increasing', 'marginally', 'value', 'hide', 'substantial', 'difference', 'manufacturing', 'value', 'added', 'contributing', 'eastern', 'asia', 'saharan', 'africa', 'oceania', 'developing', 'country', 'scale', 'industry', 'accounted', 'estimated', 'value', 'added', 'industrial', 'employment', 'manufacturing_value', 'developed_region', 'past_decade', 'developed_region', 'manufacturing_value', 'remained_relatively', 'developing_region', 'manufacturing_value', 'eastern_asia', 'saharan_africa', 'developing_country', 'scale_industry', 'value_added']"
395,"['globally', 'credit', 'enterprise', 'defined', 'having', 'employee', 'estimated', 'trillion', 'trillion', 'emerging', 'market', 'enterprise', 'unserved', 'underserved', 'financial', 'service', 'structure', 'world', 'economy', 'shift', 'energy', 'intensive', 'industry', 'country', 'implement', 'policy', 'enhanced', 'energy', 'efficiency', 'region', 'shown', 'reduction', 'carbon', 'global', 'carbon', 'dioxide', 'emission', 'unit', 'value', 'added', 'showed', 'steady', 'decline', 'decrease', 'innovation', 'creation', 'sustainable', 'industry', 'spurred', 'investment', 'research', 'development', 'global', 'expenditure', 'research', 'development', 'proportion', 'stood', 'estimated_trillion', 'financial_service', 'energy_efficiency', 'carbon_dioxide', 'value_added', 'research_development', 'research_development']"
396,"['expenditure', 'research', 'development', 'developed', 'region', 'developing', 'region', 'developed', 'country', 'landlocked', 'developing', 'country', 'number', 'researcher', 'inhabitant', 'showed', 'similar', 'pattern', 'global', 'researcher', 'inhabitant', 'ratio', 'ranged', 'developed', 'country', 'developed', 'region', 'official', 'flow', 'economic', 'infrastructure', 'developing', 'region', 'reached', 'main', 'sector', 'receiving', 'assistance', 'transport', 'energy', 'despite', 'steady', 'improvement', 'manufacturing', 'output', 'employment', 'renewed', 'investment', 'needed', 'developed', 'country', 'build', 'needed', 'infrastructure', 'ensure', 'doubling', 'industry', 'country', 'efficient', 'transportation', 'service', 'generate', 'employment', 'wealth', 'drive', 'economic', 'development', 'research_development', 'developed_region', 'developing_region', 'developed_country', 'landlocked_developing', 'number_researcher', 'researcher_inhabitant', 'developed_country', 'developed_region', 'official_flow', 'developing_region', 'main_sector', 'investment_needed', 'developed_country', 'doubling_industry']"
397,"['trillion', 'equivalent', 'global', 'developed', 'country', 'landlocked', 'developing', 'country', 'island', 'developing', 'state', 'represent', 'travel', 'freight', 'volume', 'country', 'group', 'accounting', 'global', 'manufacturing', 'principal', 'driver', 'economic', 'development', 'employment', 'social', 'stability', 'globally', 'manufacturing', 'value', 'added', 'manufacturing', 'value', 'added', 'amounted', 'europe', 'northern', 'america', 'compared', 'developed', 'country', 'country', 'efficient', 'energy', 'intensive', 'industry', 'emission', 'carbon', 'dioxide', 'unit', 'manufacturing', 'value', 'added', 'generally', 'declining', 'europe', 'northern', 'america', 'reduced', 'emission', 'developed_country', 'landlocked_developing', 'country_island', 'developing_state', 'freight_volume', 'manufacturing_value', 'manufacturing_value', 'europe_northern', 'developed_country', 'carbon_dioxide', 'manufacturing_value', 'europe_northern']"
398,"['country', 'represent', 'global', 'population', 'contribute', 'global', 'manufacturing', 'value', 'added', 'worldwide', 'employed', 'manufacturing', 'manufacturing', 'number', 'fallen', 'industrialized', 'country', 'steadily', 'developing', 'country', 'developed', 'country', 'agricultural', 'traditional', 'sector', 'remain', 'main', 'source', 'employment', 'largest', 'manufacturing', 'country', 'decrease', 'emission', 'promising', 'trend', 'reflected', 'global', 'emission', 'level', 'significant', 'global', 'manufacturing', 'value', 'added', 'moved', 'country', 'generally', 'higher', 'level', 'investment', 'research', 'development', 'stood', 'global', 'worldwide', 'researcher', 'inhabitant', 'ranging', 'developed', 'country', 'europe', 'northern', 'america', 'manufacturing_value', 'developing_country', 'developed_country', 'manufacturing_value', 'higher_level', 'research_development', 'researcher_inhabitant', 'developed_country', 'europe_northern']"
399,"['main', 'recipient', 'sector', 'transport', 'energy', 'manufacturing', 'increasingly', 'shifting', 'technologically', 'complex', 'product', 'tech', 'product', 'continue', 'dominate', 'manufacturing', 'production', 'industrialized', 'economy', 'contribute', 'manufacturing', 'output', 'barely', 'reached', 'developed', 'country', 'mobile', 'cellular', 'service', 'spread', 'rapidly', 'allowed', 'living', 'previously', 'unconnected', 'area', 'join', 'global', 'information', 'society', 'world', 'population', 'developed', 'country', 'covered', 'mobile', 'cellular', 'signal', 'infrastructure', 'economic', 'development', 'rely', 'information', 'communication', 'technology', 'mobile', 'cellular', 'service', 'spread', 'rapidly', 'world', 'allowing', 'previously', 'unconnected', 'area', 'join', 'global', 'information', 'society', 'developed_country', 'mobile_cellular', 'world_population', 'developed_country', 'mobile_cellular', 'information_communication', 'mobile_cellular']"
400,"['rural', 'area', 'aspect', 'prevailing', 'global', 'economic', 'environment', 'conducive', 'rapid', 'progress', 'sustainable', 'development', 'goal', 'financing', 'economic', 'infrastructure', 'developing', 'country', 'impressive', 'progress', 'mobile', 'connectivity', 'country', 'lagging', 'developed', 'country', 'face', 'challenge', 'doubling', 'manufacturing', 'industry', 'investment', 'scientific', 'research', 'innovation', 'remains', 'global', 'efficient', 'transportation', 'service', 'driver', 'economic', 'development', 'world', 'merchandise', 'trade', 'volume', 'transported', 'making', 'maritime', 'transport', 'critical', 'enabler', 'trade', 'globalization', 'international', 'maritime', 'freight', 'estimated', 'globally', 'projected', 'growth', 'test', 'capacity', 'existing', 'maritime', 'transport', 'infrastructure', 'support', 'freight', 'volume', 'rural_area', 'sustainable_development', 'developing_country', 'developed_country', 'manufacturing_industry', 'freight_volume']"
401,"['slowdown', 'attributed', 'mainly', 'emerging', 'trade', 'tariff', 'barrier', 'constrained', 'investment', 'future', 'growth', 'despite', 'slowdown', 'global', 'term', 'manufacturing', 'value', 'added', 'marginally', 'stalled', 'level', 'manufacturing', 'developed', 'country', 'remained', 'posing', 'challenge', 'target', 'doubling', 'industry', 'manufacturing', 'employment', 'employment', 'declined', 'country', 'gradually', 'reallocated', 'production', 'factor', 'agriculture', 'value', 'added', 'manufacturing', 'value', 'added', 'manufacturing', 'service', 'global', 'carbon', 'dioxide', 'emission', 'manufacturing', 'industry', 'declined', 'manufacturing_value', 'developed_country', 'target_doubling', 'value_added', 'manufacturing_value', 'carbon_dioxide', 'manufacturing_industry']"
402,"['proportion', 'global', 'invested', 'research', 'development', 'europe', 'northern', 'america', 'standing', 'spent', 'research', 'development', 'developing', 'region', 'falling', 'short', 'world', 'increase', 'number', 'researcher', 'inhabitant', 'number', 'reached', 'saharan', 'africa', 'official', 'flow', 'economic', 'infrastructure', 'developing', 'country', 'reached', 'increase', 'term', 'main', 'sector', 'assisted', 'transport', 'banking', 'financial', 'service', 'tech', 'sector', 'accounted', 'global', 'manufacturing', 'value', 'added', 'research_development', 'europe_northern', 'research_development', 'developing_region', 'number_researcher', 'saharan_africa', 'official_flow', 'developing_country', 'increase_term', 'main_sector', 'financial_service', 'manufacturing_value']"
403,"['compared', 'developed', 'country', 'world', 'live', 'range', 'mobile', 'cellular', 'network', 'signal', 'living', 'range', 'quality', 'higher', 'network', 'evolution', 'mobile', 'network', 'growing', 'rapidly', 'percentage', 'population', 'internet', 'global', 'growth', 'manufacturing', 'steadily', 'declined', 'outbreak', 'pandemic', 'hitting', 'manufacturing', 'industry', 'hard', 'causing', 'disruption', 'global', 'value', 'chain', 'supply', 'product', 'transport', 'sector', 'hardest', 'pandemic', 'forecasted', 'airline', 'fewer', 'international', 'traveller', 'international', 'seat', 'capacity', 'fall', 'quarter', 'resulting', 'loss', 'compared', 'previously', 'expected', 'gross', 'operating', 'revenue', 'developed_country', 'mobile_cellular', 'manufacturing_industry', 'value_chain']"
404,"['slowest', 'growth', 'rate', 'influenced', 'primarily', 'tariff', 'trade', 'tension', 'affecting', 'region', 'manufacturing', 'activity', 'risk', 'disruption', 'current', 'crisis', 'impact', 'sector', 'employment', 'level', 'manufacturing', 'developed', 'country', 'growth', 'rate', 'slow', 'target', 'doubling', 'industry', 'reached', 'world', 'worker', 'employed', 'manufacturing', 'activity', 'figure', 'changed', 'manufacturing', 'employment', 'largest', 'eastern', 'south', 'eastern', 'asia', 'smallest', 'saharan', 'africa', 'according', 'survey', 'covering', 'period', 'present', 'developing', 'country', 'scale', 'industry', 'benefit', 'loan', 'credit', 'enable', 'integrate', 'local', 'global', 'value', 'chain', 'growth_rate', 'developed_country', 'growth_rate', 'target_doubling', 'eastern_south', 'eastern_asia', 'saharan_africa', 'developing_country', 'scale_industry', 'value_chain']"
